concat,Product,Cpu_Full,Memory_Full,Gpu_Full
989Windows 10AMD1215.6AMD Radeon 530,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,2TB HDD,AMD Radeon 530
989Windows 10Intel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R7 M445
989Windows 10Intel813.3Intel HD Graphics 620,XPS 13,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
989Windows 10Intel815.6Nvidia GeForce 920MX,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 920MX
989Windows 10Intel815.6Nvidia GeForce GTX 1050,Pavilion 15-cb003nv,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050
989Windows 10Intel815.6Nvidia GeForce GTX 960M,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 960M
989Windows 10Intel815.6Nvidia GeForce GTX 960M,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 960M
989Windows 10Intel815.6Nvidia GeForce GTX 960M,IdeaPad Y700-15ISK,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 960M
989macOSIntel813.3Intel HD Graphics 6000,Macbook Air,Intel Core i5 1.8GHz,128GB Flash Storage,Intel HD Graphics 6000
989Windows 10Intel815.6Intel UHD Graphics 620,Ideapad 520-15IKBR,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620
986Windows 10Intel817.3Nvidia GeForce 930MX,ProBook 470,Intel Core i5 8250U 1.6GHz,1TB HDD,Nvidia GeForce 930MX
985LinuxIntel815.6Nvidia GeForce GT 940MX,Vostro 5568,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce GT 940MX
985Windows 7Intel815.6AMD Radeon R5 M330,B51-80 (i7-6500U/8GB/1008GB/Radeon,Intel Core i7 6500U 2.5GHz,1.0TB Hybrid,AMD Radeon R5 M330
980Windows 10Intel817.3Nvidia GeForce GTX 950M,K756UX-T4340T (i5-7200U/8GB/500GB,Intel Core i5 7200U 2.5GHz,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M
978No OSIntel817.3Nvidia GeForce GTX 950M,F756UX-T4201D (i7-7500U/8GB/128GB,Intel Core i7 7500U 2.7GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M
978Windows 10Intel815.6Nvidia GeForce 930MX,Probook 450,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 930MX
978LinuxIntel817.3AMD Radeon 530,Inspiron 5770,Intel Core i5 8250U 1.6GHz,128GB SSD +  1TB HDD,AMD Radeon 530
978Windows 10Intel813.3Intel HD Graphics 620,Inspiron 5378,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
978Windows 10Intel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R7 M445
972Windows 10Intel814Intel UHD Graphics 620,Swift 3,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620
969Windows 10Intel413.3Intel HD Graphics 620,ThinkPad 13,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
968Windows 10Intel815.6Intel UHD Graphics 620,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620
967Windows 10Intel1615.6Nvidia GeForce GTX 960<U+039C>,Inspiron 7559,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 960<U+039C>
967Windows 10Intel815.6Nvidia GeForce 930MX ,ProBook 450,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce 930MX 
967Windows 10Intel814Intel UHD Graphics 620,Vostro 5471,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
967Windows 10Intel815.6Nvidia GeForce GTX 1050,Inspiron 5577,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050
967LinuxIntel815.6Nvidia GeForce GTX 1050,Aspire 7,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia GeForce GTX 1050
963Windows 10Intel414Intel HD Graphics 620,Latitude 5480,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
957Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i7 8550U 1.8GHz,256GB SSD,AMD Radeon 530
956Windows 10Intel813.3Intel UHD Graphics 620,Inspiron 5379,Intel Core i7 8550U 1.8GHz,256GB SSD,Intel UHD Graphics 620
956No OSIntel815.6Nvidia GeForce GTX 1050M,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,256GB SSD,Nvidia GeForce GTX 1050M
956LinuxIntel415.6Intel HD Graphics 620,Latitude 5580,Intel Core i5 7300U 2.6GHz,500GB HDD,Intel HD Graphics 620
954Windows 10Intel415.6Intel HD Graphics 520,Yoga 500-15ISK,Intel Core i5 6200U 2.3GHz,256GB SSD,Intel HD Graphics 520
952LinuxIntel817.3AMD Radeon R7 M445,Inspiron 5767,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R7 M445
946Windows 10Intel814Intel HD Graphics 620,ProBook 440,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel HD Graphics 620
946Windows 10Intel815.6Intel HD Graphics 620,Satellite Pro,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
945Windows 10Intel1615.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R7 M445
945Windows 10Intel814Intel HD Graphics 620,Vostro 5468,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
945Windows 10Intel617.3Nvidia GeForce 940MX,IdeaPad 320-17IKB,Intel Core i7 7500U 2.7GHz,128GB SSD +  1TB HDD,Nvidia GeForce 940MX
945Windows 10Intel814Nvidia GeForce 940MX,Thinkpad E470,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX
943Windows 10Intel814Nvidia GeForce 920MX,Thinkpad E470,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 920MX
941Windows 10Intel815.6Intel UHD Graphics 620,Inspiron 5570,Intel Core i7 8550U 1.8GHz,128GB SSD +  1TB HDD,Intel UHD Graphics 620
939Windows 10Intel817.3Nvidia GeForce MX150,Aspire A517-51G,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150
936Windows 10Intel815.6Intel HD Graphics 620,ThinkPad E570,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
935Windows 10Intel415.6Intel HD Graphics 620,Pro P2540UA-XO0192R,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620
934No OSIntel817.3Nvidia GeForce MX150,IdeaPad 320-17IKBR,Intel Core i7 8550U 1.8GHz,2TB HDD,Nvidia GeForce MX150
934Windows 10Intel413.3Intel HD Graphics 520,Latitude 3380,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
932Windows 10Intel813.3Intel UHD Graphics 620,Spin 5,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
932Windows 10Intel415.6Intel HD Graphics 520,Yoga 500-15ISK,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520
931Windows 10Intel815.6Nvidia GeForce 930MX,ProBook 450,Intel Core i5 7200U 2.50GHz,1TB HDD,Nvidia GeForce 930MX
931Windows 10Intel815.6Nvidia GeForce GTX 1050,Nitro AN515-51,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050
931LinuxIntel815.6Nvidia GeForce GTX 1050,Aspire 7,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050
928Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,128GB SSD +  1TB HDD,AMD Radeon 530
925Windows 10Intel815.6Nvidia GeForce MX150,Aspire A515-51G,Intel Core i7 8550U 1.8GHz,256GB SSD,Nvidia GeForce MX150
923Windows 10Intel813.3Intel UHD Graphics 620,Inspiron 5379,Intel Core i7 8550U 1.8GHz,1TB HDD,Intel UHD Graphics 620
923Windows 10Intel815.6Nvidia GeForce GTX 1050,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050
923Windows 10Intel1215.6Nvidia GeForce 940MX,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,Intel Core i7 7500U 2.7GHz,2TB HDD,Nvidia GeForce 940MX
923Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
923Windows 10Intel815.6Nvidia GeForce GTX 1050,PL60 7RD,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce GTX 1050
920Windows 10Intel813.3Intel HD Graphics 620,Pavilion X360,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
920Windows 10Intel815.6Intel HD Graphics 620,Vostro 5568,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
916Windows 10Intel414Intel HD Graphics 520,Yoga 500-14IBD,Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520
915Windows 10Intel815.6Nvidia GeForce 940MX,Aspire E5-576G,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX
914Windows 10Intel615.6Nvidia GeForce 920M,IdeaPad 310-15IKB,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 920M
913Windows 10Intel815.6Intel HD Graphics 620,Thinkpad E570,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
912Windows 10Intel815.6Nvidia GeForce GTX 1050,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050
912Windows 10Intel415.6Intel UHD Graphics 620,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
908Windows 10Intel415.6Intel HD Graphics 620,Latitude 5580,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
908Windows 7Intel415.6Intel HD Graphics 520,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Intel Core i7 6500U 2.5GHz,1.0TB Hybrid,Intel HD Graphics 520
901Windows 10Intel813.3Intel UHD Graphics 620,Inspiron 5379,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
901Windows 10Intel815.6Intel UHD Graphics 620,Inspiron 5579,Intel Core i7 8550U 1.8GHz,1TB HDD,Intel UHD Graphics 620
901Windows 10Intel815.6Nvidia GeForce 940MX,IdeaPad 320-15IKB,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce 940MX
901Windows 10Intel815.6Nvidia GeForce GTX 1050,Inspiron 5577,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050
901Windows 10Intel815.6Nvidia GeForce GTX 1050,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050
900Windows 10Intel413.3AMD Radeon 530,Inspiron 5370,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530
900Windows 10Intel815.6AMD Radeon R5 M430,V310-15ISK (i5-7200U/8GB/1TB,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,AMD Radeon R5 M430
894Windows 10Intel815.6AMD R17M-M1-70,V310-15IKB (i5-7200U/8GB/1TB,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,AMD R17M-M1-70
893Windows 10Intel814Intel UHD Graphics 620,Probook 440,Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620
893Windows 10Intel815.6Nvidia GeForce 930M,Satellite Pro,Intel Core i7 6500U 2.5GHz,500GB HDD,Nvidia GeForce 930M
891Windows 10Intel815.6Intel HD Graphics 620,Latitude 3580,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
890No OSIntel815.6Nvidia GeForce GTX 1050,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050
887Windows 10Intel815.6Intel HD Graphics 620,Probook 450,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
887LinuxIntel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R5 M430
887LinuxIntel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R5 M430
887LinuxIntel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R5 M430
886Windows 10Intel417.3Nvidia GeForce MX150,Aspire A517-51G,Intel Core i5 8250U 1.6GHz,256GB SSD,Nvidia GeForce MX150
880Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530
880Windows 10Intel413.3Intel HD Graphics 620,Probook 430,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
879Windows 10Intel815.6Intel UHD Graphics 620,Inspiron 5579,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
879No OSIntel814AMD Radeon R7 M460,IdeaPad 510s-14IKB,Intel Core i7 7500U 2.7GHz,512GB SSD,AMD Radeon R7 M460
879Windows 10Intel415.6Nvidia GeForce 920MX,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 920MX
879Windows 10Intel815.6Intel HD Graphics 620,LifeBook A557,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
879Windows 10Intel815.6Nvidia GeForce GTX 950M,Aspire F5-573G,Intel Core i5 7200U 2.5GHz,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M
879Windows 10Intel615.6Nvidia GeForce GTX 960M,Pavilion 15-BC000nv,Intel Core i7 6700HQ 2.6GHz,1TB HDD,Nvidia GeForce GTX 960M
878Windows 10Intel813.3Intel HD Graphics 520,Inspiron 5368,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520
878LinuxIntel815.6Nvidia GeForce GTX 1050,Aspire 7,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050
877Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530
876Windows 10Intel415.6Intel HD Graphics 520,Inspiron 5568,Intel Core i3 6100U 2.3GHz,1TB HDD,Intel HD Graphics 520
875Windows 10Intel815.6Intel HD Graphics 620,Vostro 5568,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
873Windows 10Intel815.6Intel UHD Graphics 620,ProBook 450,Intel Core i5 8250U 1.6GHz,1TB HDD,Intel UHD Graphics 620
872Windows 10Intel815.6Intel HD Graphics 620,Satellite Pro,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
869Windows 10Intel815.6AMD Radeon R5 M420,Vostro 3568,Intel Core i5 7200U 2.5GHz,256GB SSD,AMD Radeon R5 M420
868Windows 10Intel813.3Intel HD Graphics 520,Aspire R7,Intel Core i7 6500U 2.5GHz,256GB SSD,Intel HD Graphics 520
868Windows 10Intel815.6Nvidia GeForce GTX 960M,IdeaPad Y700-15ISK,Intel Core i5 6300HQ 2.3GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M
868Windows 10Intel615.6Nvidia GeForce 940MX,IdeaPad 510-15IKB,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce 940MX
867Windows 10Intel815.6AMD Radeon R5 M330,B51-80 (i5-6200U/8GB/1008GB/Radeon,Intel Core i5 6200U 2.3GHz,1.0TB Hybrid,AMD Radeon R5 M330
866Windows 10Intel815.6Nvidia GeForce GTX 930MX,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Intel Core i7 7500U 2.7GHz,256GB SSD,Nvidia GeForce GTX 930MX
864Windows 10Intel414Intel HD Graphics 620,ThinkPad E470,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
862Windows 10Intel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i5 7200U 2.5GHz,1TB HDD,AMD Radeon R7 M445
858Windows 10Intel415.6Intel HD Graphics 520,Satellite Pro,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
857No OSIntel815.6Nvidia GeForce GTX 1050,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,256GB SSD,Nvidia GeForce GTX 1050
857LinuxIntel815.6Nvidia GeForce GTX 1050,Aspire 7,Intel Core i7 7700HQ 2.8GHz,1TB HDD,Nvidia GeForce GTX 1050
857Windows 10Intel415.6Intel HD Graphics 620,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620
857Windows 10Intel414Intel HD Graphics 620,Probook 440,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
857LinuxIntel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R7 M445
854Windows 10Intel415.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,1TB HDD,AMD Radeon 530
853Windows 10Intel411.6Intel HD Graphics 505,ProBook x360,Intel Pentium Quad Core N4200 1.1GHz,256GB SSD,Intel HD Graphics 505
847Windows 10Intel814Intel UHD Graphics 620,Swift 3,Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
847Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620
846Windows 7Intel415.6AMD Radeon R5 M315,Vostro 3559,Intel Core i5 6200U 2.3GHz,500GB HDD,AMD Radeon R5 M315
846Windows 10Intel815.6Nvidia GeForce 920MX ,Vivobook X541UV-DM1217T,Intel Core i5 7200U 2.5GHz,256GB SSD,Nvidia GeForce 920MX 
846Windows 10Intel414Intel HD Graphics 620,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Intel Core i3 7100U 2.4GHz,256GB SSD,Intel HD Graphics 620
845Windows 10Intel815.6AMD Radeon 520,Inspiron 3576,Intel Core i7 8550U 1.8GHz,256GB SSD,AMD Radeon 520
840Windows 10Intel615.6AMD Radeon R5 M330,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,1TB HDD,AMD Radeon R5 M330
840Windows 10Intel615.6AMD Radeon R5 M330,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,1TB HDD,AMD Radeon R5 M330
840Windows 10Intel615.6AMD Radeon R5 M330,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Intel Core i7 6500U 2.5GHz,1TB HDD,AMD Radeon R5 M330
835Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,2TB HDD,AMD Radeon 530
831Windows 10Intel414Intel HD Graphics 520,Latitude 3480,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
829Windows 10Intel413.3Intel UHD Graphics 620,ProBook 430,Intel Core i5 8250U 1.6GHz,500GB HDD,Intel UHD Graphics 620
827Windows 10Intel815.6Intel HD Graphics 620,250 G6,Intel Core i7 7500U 2.7GHz,256GB SSD,Intel HD Graphics 620
825Windows 10Intel815.6Intel HD Graphics 620,Vostro 3568,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
824LinuxIntel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R5 M430
824Windows 10Intel415.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 530
824Windows 10Intel815.6Intel HD Graphics 620,Pro P2540UA-AB51,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
824Windows 10Intel815.6AMD Radeon R7 M445,Inspiron 5567,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon R7 M445
820Windows 10Intel815.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R5 M430
820Windows 10Intel815.6Nvidia GeForce MX130,Aspire A515-51G,Intel Core i7 8550U 1.8GHz,1TB HDD,Nvidia GeForce MX130
820Windows 10Intel815.6AMD Radeon 530,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Intel Core i7 7500U 2.7GHz,1TB HDD,AMD Radeon 530
818Windows 10Intel411.6Intel HD Graphics 505,Latitude 3180,Intel Pentium Quad Core N4200 1.1GHz,128GB SSD,Intel HD Graphics 505
816Windows 10Intel815.6Nvidia GeForce 940MX,Aspire E5-576G,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 940MX
816Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
814Windows 10Intel814Intel HD Graphics 520,Latitude E5470,Intel Core i3 6100U 2.3GHz,128GB SSD,Intel HD Graphics 520
813Windows 10Intel815.6Intel UHD Graphics 620,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Intel Core i5 8250U 1.6GHz,256GB SSD,Intel UHD Graphics 620
813Windows 10Intel815.6Intel HD Graphics 620,Lifebook A557,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
813Windows 10Intel815.6Intel HD Graphics 520,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 520
813Windows 10Intel815.6AMD Radeon R5 M420X,Vostro 5568,Intel Core i3 6006U 2GHz,256GB SSD,AMD Radeon R5 M420X
813Windows 10Intel415.6AMD Radeon R5 M420,Vostro 3568,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon R5 M420
811Windows 7Intel415.6Intel HD Graphics 520,Vostro 3559,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
809Windows 10Intel414Intel HD Graphics 520,Vostro 5468,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
809LinuxIntel815.6AMD Radeon 520,Inspiron 3576,Intel Core i7 8550U 1.8GHz,256GB SSD,AMD Radeon 520
809Windows 10Intel413.3Intel HD Graphics 620,Thinkpad 13,Intel Core i3 7100U 2.4GHz,180GB SSD,Intel HD Graphics 620
803Windows 10Intel415.6Intel HD Graphics 520,Latitude 3580,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
802Windows 10Intel813.3Intel HD Graphics 515,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,512GB SSD,Intel HD Graphics 515
802Windows 10Intel813.3Intel HD Graphics 515,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,512GB SSD,Intel HD Graphics 515
802Windows 10Intel813.3Intel HD Graphics 515,ZenBook UX305CA-UBM1,Intel Core M 6Y30 0.9GHz,512GB SSD,Intel HD Graphics 515
801Windows 10Intel815.6AMD Radeon 520,Inspiron 3576,Intel Core i5 8250U 1.6GHz,256GB SSD,AMD Radeon 520
799Windows 10Intel413.3Intel UHD Graphics 620,ProBook 430,Intel Core i5 8250U 1.6GHz,128GB SSD,Intel UHD Graphics 620
799LinuxIntel815.6Intel HD Graphics 620,Vostro 5568,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
794Windows 10Intel414Intel UHD Graphics 620,Probook 440,Intel Core i5 8250U 1.6GHz,500GB HDD,Intel UHD Graphics 620
794Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i5 8250U 1.6GHz,500GB HDD,Intel HD Graphics 620
792Windows 10Intel415.6Nvidia GeForce 920M,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,500GB HDD,Nvidia GeForce 920M
792Windows 10Intel415.6Nvidia GeForce 920M,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,500GB HDD,Nvidia GeForce 920M
792Windows 10Intel415.6Nvidia GeForce 920M,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Intel Core i7 6500U 2.5GHz,500GB HDD,Nvidia GeForce 920M
791Windows 10Intel815.6AMD Radeon 530,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Intel Core i7 7500U 2.7GHz,256GB SSD,AMD Radeon 530
791Windows 10Intel617.3Nvidia GeForce GTX 940MX,IdeaPad 320-17IKB,Intel Core i5 7200U 2.5GHz,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX
791Windows 10Intel413.3Intel HD Graphics 620,ProBook 430,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
791Windows 10Intel815.6AMD Radeon 530,Inspiron 5570,Intel Core i5 8250U 1.6GHz,128GB SSD +  1TB HDD,AMD Radeon 530
788Windows 10Intel815.6Nvidia GeForce 930MX ,ProBook 450,Intel Core i3 7100U 2.4GHz,1TB HDD,Nvidia GeForce 930MX 
785Windows 10Intel815.6Intel HD Graphics 620,Vostro 3568,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
784Windows 10Intel1215.6Intel HD Graphics 620,Inspiron 5567,Intel Core i7 7500U 2.7GHz,1TB HDD,Intel HD Graphics 620
780LinuxIntel815.6Nvidia GeForce GTX 1050,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Intel Core i5 7300HQ 2.5GHz,1TB HDD,Nvidia GeForce GTX 1050
780No OSIntel815.6Nvidia GeForce 940MX,IdeaPad 510-15IKB,Intel Core i7 7500U 2.7GHz,1TB HDD,Nvidia GeForce 940MX
779Windows 10Intel415.6Intel HD Graphics 620,Vostro 3568,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
776Windows 10Intel415.6Intel HD Graphics 620,ProBook 450,Intel Core i3 7100U 2.4GHz,128GB SSD,Intel HD Graphics 620
776Windows 10Intel415.6Intel HD Graphics 520,ProBook 650,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520
772Windows 10Intel417.3Nvidia GeForce MX130,Aspire 5,Intel Core i3 7130U 2.7GHz,256GB SSD,Nvidia GeForce MX130
769Windows 10Intel815.6Nvidia GeForce GTX 940MX,Pavilion 15-CK000nv,Intel Core i7 8550U 1.8GHz,256GB SSD,Nvidia GeForce GTX 940MX
769Windows 10AMD815.6AMD Radeon RX 560,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,AMD FX 9830P 3GHz,1TB HDD,AMD Radeon RX 560
769Windows 10Intel413.3Intel HD Graphics 620,Envy 13-AD007nv,Intel Core i5 7200U 2.5GHz,256GB SSD,Intel HD Graphics 620
769Windows 10Intel617.3AMD Radeon 520,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Intel Core i5 7200U 2.5GHz,2TB HDD,AMD Radeon 520
769Windows 10Intel414Nvidia GeForce 940MX,Pavilion X360,Intel Core i3 7100U 2.4GHz,128GB SSD,Nvidia GeForce 940MX
